Timestamp,Code,Implicitness,Adaptability,Level 1 Time,Level 2 Time,Level 3 Time,Level 4 Time,Level 5 Time,Level 6 Time,Level 7 Time,Level 4 Star,Level 5 Star,Level 6 Star,Level 7 Star,Level 1 Deaths,Level 2 Deaths,Level 3 Deaths,Level 4 Deaths,Level 5 Deaths,Level 6 Deaths,Level 7 Deaths,Total Button Presses,Level 1 Button Presses,Level 2 Button Presses,Level 3 Button Presses,Level 4 Button Presses,Level 5 Button Presses,Level 6 Button Presses,Level 7 Button Presses,Total Time,Total Stars,Total Deaths,Average Button Presses per Second,Average Deaths per Level,Average Button Presses per Level
3/6/2026 15:33:30,mb046294,moderate,no,4.2066,3.9128,3.9128,5.0117,4.1293,4.7619,13.5033,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,79,3,6,6,18,6,12,28,39.4384,0,0,2.003123859,0,11.28571429
3/6/2026 22:00:28,ib969424,high,no,70.721,10.3397,4.945,63.1542,39.3444,63.0042,27.6226,TRUE,TRUE,FALSE,FALSE,0,0,0,5,1,3,0,508,11,26,14,168,56,150,83,279.1311,3,9,1.819933357,1.285714286,72.57142857
3/7/2026 10:20:16,ma849683,moderate,yes,27.9304,5.095,5.095,22.5776,25.7244,0,0,FALSE,TRUE,FALSE,FALSE,0,0,0,5,0,0,0,140,1,14,8,50,67,0,0,86.4224,1,5,1.619950383,0.7142857143,20
3/7/2026 10:20:18,ma849683,moderate,yes,27.9304,5.095,5.095,22.5776,27.5394,0,0,FALSE,TRUE,FALSE,FALSE,0,0,0,5,0,0,0,141,1,14,8,50,68,0,0,88.2374,1,5,1.597961862,0.7142857143,20.14285714
3/7/2026 10:20:18,ma849683,moderate,yes,27.9304,5.095,5.095,22.5776,27.8058,0,0,FALSE,TRUE,FALSE,FALSE,0,0,0,5,0,0,0,142,1,14,8,50,69,0,0,88.5038,1,5,1.604450882,0.7142857143,20.28571429
3/7/2026 10:20:20,ma849683,moderate,yes,27.9304,5.095,5.095,22.5776,29.554,0,0,FALSE,TRUE,FALSE,FALSE,0,0,0,5,0,0,0,143,1,14,8,50,70,0,0,90.252,1,5,1.584452422,0.7142857143,20.42857143
3/7/2026 10:20:32,ma849683,moderate,yes,27.9304,5.095,5.095,22.5776,42.1082,0,0,FALSE,TRUE,FALSE,FALSE,0,0,0,5,0,0,0,144,1,14,8,50,71,0,0,102.8062,1,5,1.400693732,0.7142857143,20.57142857
3/7/2026 10:20:36,ma225450,moderate,yes,3.3516,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3516,0,0,0,0,0
3/7/2026 16:47:14,na627995,low,yes,21.3663,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.3663,0,0,0,0,0
3/7/2026 16:50:13,na627995,low,yes,24.6161,3.0334,3.2084,35.5082,40.3584,18.5666,74.8335,FALSE,TRUE,FALSE,FALSE,0,0,0,14,3,0,3,696,4,12,14,190,134,64,278,200.1246,3,20,3.47783331,2.857142857,99.42857143
3/7/2026 16:50:43,na627995,low,yes,24.6161,3.0334,3.2084,35.5082,40.3584,18.5666,74.8335,FALSE,TRUE,FALSE,FALSE,0,0,0,14,3,0,3,699,4,12,14,190,134,64,281,200.1246,3,20,3.492823971,2.857142857,99.85714286
3/7/2026 16:52:33,ib589233,high,no,24.783,3.0829,2.5834,8.7919,7.0004,16.5163,32.8,FALSE,TRUE,FALSE,FALSE,0,0,0,1,0,1,1,279,7,12,4,46,16,50,144,95.5579,1,3,2.919695807,0.4285714286,39.85714286
3/8/2026 13:44:16,mb664826,moderate,no,25.4711,4.3493,4.7992,15.1639,22.5129,19.7469,4.6489,FALSE,TRUE,FALSE,FALSE,0,0,0,1,1,0,0,180,3,10,8,50,50,52,7,96.6922,1,2,1.861577252,0.2857142857,25.71428571
3/8/2026 13:44:17,mb664826,moderate,no,25.4711,4.3493,4.7992,15.1639,22.5129,19.7469,5.882,FALSE,TRUE,FALSE,FALSE,0,0,0,1,1,0,0,183,3,10,8,50,50,52,10,97.9253,1,2,1.8687714,0.2857142857,26.14285714
3/8/2026 13:45:49,mb664826,moderate,no,25.4711,4.3493,4.7992,15.1639,22.5129,19.7469,97.2827,FALSE,TRUE,FALSE,FALSE,0,0,0,1,1,0,3,475,3,10,8,50,50,52,302,189.326,1,5,2.508899993,0.7142857143,67.85714286
3/8/2026 13:45:52,mb664826,moderate,no,25.4711,4.3493,4.7992,15.1639,22.5129,19.7469,97.2827,FALSE,TRUE,FALSE,FALSE,0,0,0,1,1,0,3,476,3,10,8,50,50,52,303,189.326,1,5,2.514181887,0.7142857143,68
3/8/2026 13:46:48,mb664826,moderate,no,25.4711,4.3493,4.7992,15.1639,22.5129,19.7469,97.2827,FALSE,TRUE,FALSE,FALSE,0,0,0,1,1,0,3,477,3,10,8,50,50,52,304,189.326,1,5,2.519463782,0.7142857143,68.14285714
3/9/2026 8:14:02,mb896070,moderate,no,34.7916,16.2301,41.0433,9.9348,7.4137,20.856,0,FALSE,FALSE,FALSE,FALSE,0,0,3,0,0,0,0,168,15,40,30,28,16,39,0,130.2695,0,3,1.289634181,0.4285714286,24
3/9/2026 8:14:05,mb896070,moderate,no,34.7916,16.2301,41.0433,9.9348,7.4137,23.4936,0,FALSE,FALSE,FALSE,FALSE,0,0,3,0,0,0,0,169,15,40,30,28,16,40,0,132.9071,0,3,1.271564875,0.4285714286,24.14285714
3/9/2026 8:14:06,mb896070,moderate,no,34.7916,16.2301,41.0433,9.9348,7.4137,25.4306,0,FALSE,FALSE,FALSE,FALSE,0,0,3,0,0,0,0,170,15,40,30,28,16,41,0,134.8441,0,3,1.260715152,0.4285714286,24.28571429
3/9/2026 23:10:06,ma236298,moderate,yes,36.2865,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,36.2865,0,0,0.05511691676,0,0.2857142857
3/9/2026 23:10:33,ma236298,moderate,yes,63.1199,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,63.1199,0,0,0.237642962,0,2.142857143
3/9/2026 23:10:33,ma236298,moderate,yes,64.0365,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,18,18,0,0,0,0,0,0,64.0365,0,0,0.281089691,0,2.571428571
3/9/2026 23:10:34,ma236298,moderate,yes,64.3523,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,19,19,0,0,0,0,0,0,64.3523,0,0,0.2952497424,0,2.714285714
3/11/2026 19:26:17,mb170683,moderate,no,8.8772,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,8.8772,0,0,0.5632406615,0,0.7142857143
3/11/2026 19:26:22,mb170683,moderate,no,8.8772,5.5672,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,17,5,12,0,0,0,0,0,14.4444,0,0,1.176926698,0,2.428571429
3/11/2026 19:26:24,mb170683,moderate,no,8.8772,5.5672,1.65,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,20,5,12,3,0,0,0,0,16.0944,0,0,1.242668257,0,2.857142857
3/11/2026 19:26:25,mb170683,moderate,no,8.8772,5.5672,2.55,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,21,5,12,4,0,0,0,0,16.9944,0,0,1.235701172,0,3
3/11/2026 19:26:25,mb170683,moderate,no,8.8772,5.5672,2.8164,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,23,5,12,6,0,0,0,0,17.2608,0,0,1.332499073,0,3.285714286
3/11/2026 19:26:25,mb170683,moderate,no,8.8772,5.5672,2.6833,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,22,5,12,5,0,0,0,0,17.1277,0,0,1.284469018,0,3.142857143
3/11/2026 20:14:35,mb393057,moderate,no,35.4746,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,35.4746,0,0,0.4228377487,0,2.142857143
3/11/2026 20:14:42,mb393057,moderate,no,35.4746,7.376,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,33,15,18,0,0,0,0,0,42.8506,0,0,0.7701175713,0,4.714285714
3/11/2026 20:14:50,mb393057,moderate,no,35.4746,7.376,8.425,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,49,15,18,16,0,0,0,0,51.2756,0,0,0.955620217,0,7
3/11/2026 20:15:21,mb393057,moderate,no,35.4746,7.376,8.425,30.7528,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,3,0,0,0,127,15,18,16,78,0,0,0,82.0284,0,3,1.548244267,0.4285714286,18.14285714
3/11/2026 20:15:45,mb393057,moderate,no,35.4746,7.376,8.425,30.7528,23.8764,0,0,FALSE,TRUE,FALSE,FALSE,0,0,0,3,1,0,0,173,15,18,16,78,46,0,0,105.9048,2,4,1.633542578,0.5714285714,24.71428571
3/11/2026 20:19:53,mb393057,moderate,no,35.4746,7.376,8.425,30.7528,23.8764,247.7544,0,FALSE,TRUE,TRUE,FALSE,0,0,0,3,1,11,0,779,15,18,16,78,46,606,0,353.6592,3,15,2.202685523,2.142857143,111.2857143
3/11/2026 20:24:13,ia266030,high,yes,6.807,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6.807,0,0,0.4407227854,0,0.4285714286
3/11/2026 20:24:21,ia266030,high,yes,6.807,7.8945,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,60,3,57,0,0,0,0,0,14.7015,0,0,4.081216202,0,8.571428571
3/11/2026 20:24:25,ia266030,high,yes,6.807,7.8945,3.8835,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,77,3,57,17,0,0,0,0,18.585,0,0,4.143126177,0,11
3/11/2026 20:25:26,ia266030,high,yes,6.807,7.8945,3.8835,61.4785,0,0,0,TRUE,FALSE,FALSE,FALSE,0,0,0,10,0,0,0,507,3,57,17,430,0,0,0,80.0635,2,10,6.332473599,1.428571429,72.42857143
3/11/2026 20:25:41,ia266030,high,yes,6.807,7.8945,3.8835,61.4785,14.6612,0,0,TRUE,TRUE,FALSE,FALSE,0,0,0,10,1,0,0,565,3,57,17,430,58,0,0,94.7247,3,11,5.964653359,1.571428571,80.71428571
3/11/2026 20:25:58,ia266030,high,yes,6.807,7.8945,3.8835,61.4785,14.6612,16.7001,0,TRUE,TRUE,FALSE,FALSE,0,0,0,10,1,0,0,639,3,57,17,430,58,74,0,111.4248,3,11,5.734809486,1.571428571,91.28571429
3/11/2026 20:26:32,mb287296,moderate,no,22.2042,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,22.2042,0,0,0.1351095739,0,0.4285714286
3/11/2026 20:26:34,mb287296,moderate,no,23.8042,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,23.8042,0,0,0.2100469665,0,0.7142857143
3/11/2026 20:26:39,mb287296,moderate,no,23.8042,4.7667,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,35,5,30,0,0,0,0,0,28.5709,0,0,1.225022663,0,5
3/11/2026 20:26:42,mb287296,moderate,no,23.8042,4.7667,3.9667,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,55,5,30,20,0,0,0,0,32.5376,0,0,1.690352085,0,7.857142857
3/11/2026 20:28:42,mb287296,moderate,no,23.8042,4.7667,3.9667,119.8625,0,0,0,TRUE,FALSE,FALSE,FALSE,0,0,0,74,0,0,0,717,5,30,20,662,0,0,0,152.4001,2,74,4.704721322,10.57142857,102.4285714
3/11/2026 20:28:54,mb287296,moderate,no,23.8042,4.7667,3.9667,119.8625,11.6334,0,0,TRUE,TRUE,FALSE,FALSE,0,0,0,74,1,0,0,753,5,30,20,662,36,0,0,164.0335,3,75,4.590525716,10.71428571,107.5714286
3/11/2026 20:29:53,mb287296,moderate,no,23.8042,4.7667,3.9667,119.8625,11.6334,58.7118,0,TRUE,TRUE,FALSE,FALSE,0,0,0,74,1,2,0,961,5,30,20,662,36,208,0,222.7453,3,77,4.31434468,11,137.2857143
3/11/2026 20:43:23,mb393057,moderate,no,35.4746,7.376,8.425,30.7528,23.8764,247.7544,1409.5865,FALSE,TRUE,TRUE,TRUE,0,0,0,3,1,11,42,4077,15,18,16,78,46,606,3298,1763.2457,12,57,2.31221321,8.142857143,582.4285714
3/11/2026 20:43:35,mb393057,moderate,no,35.4746,7.376,8.425,30.7528,23.8764,247.7544,1409.5865,FALSE,TRUE,TRUE,TRUE,0,0,0,3,1,11,42,4078,15,18,16,78,46,606,3299,1763.2457,12,57,2.312780346,8.142857143,582.5714286
3/11/2026 20:43:36,mb393057,moderate,no,35.4746,7.376,8.425,30.7528,23.8764,247.7544,1409.5865,FALSE,TRUE,TRUE,TRUE,0,0,0,3,1,11,42,4079,15,18,16,78,46,606,3300,1763.2457,12,57,2.313347482,8.142857143,582.7142857
3/11/2026 21:03:53,mb713724,moderate,no,15.2634,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,15.2634,0,0,0.7861944259,0,1.714285714
3/11/2026 21:04:04,mb713724,moderate,no,15.2634,11.7504,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,50,12,38,0,0,0,0,0,27.0138,0,0,1.850905833,0,7.142857143
3/11/2026 21:04:11,mb713724,moderate,no,15.2634,11.7504,7.1327,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,65,12,38,15,0,0,0,0,34.1465,0,0,1.903562591,0,9.285714286
3/11/2026 21:04:39,mb713724,moderate,no,15.2634,11.7504,7.1327,28.2331,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,1,0,0,0,143,12,38,15,78,0,0,0,62.3796,0,1,2.29241611,0.1428571429,20.42857143
3/11/2026 21:04:53,mb713724,moderate,no,15.2634,11.7504,7.1327,28.2331,13.6999,0,0,FALSE,TRUE,FALSE,FALSE,0,0,0,1,0,0,0,169,12,38,15,78,26,0,0,76.0795,1,1,2.22136055,0.1428571429,24.14285714
3/11/2026 21:05:23,mb713724,moderate,no,15.2634,11.7504,7.1327,28.2331,13.6999,30.2997,0,FALSE,TRUE,FALSE,FALSE,0,0,0,1,0,0,0,238,12,38,15,78,26,69,0,106.3792,1,1,2.237279468,0.1428571429,34
3/11/2026 21:07:17,ib916097,high,no,34.0554,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0554,0,0,0,0,0
3/11/2026 21:07:18,ib916097,high,no,34.6054,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,34.6054,0,0,0.02889722413,0,0.1428571429
3/11/2026 21:07:22,ib916097,high,no,39.122,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,39.122,0,0,0.2811717192,0,1.571428571
3/11/2026 21:07:27,ib916097,high,no,39.122,5.3333,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,24,11,13,0,0,0,0,0,44.4553,0,0,0.5398681372,0,3.428571429
3/11/2026 21:17:42,ma921296,moderate,yes,28.7474,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,28.7474,0,0,0.3826432999,0,1.571428571
3/11/2026 21:18:00,ma921296,moderate,yes,28.7474,17.9008,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,53,11,42,0,0,0,0,0,46.6482,0,0,1.136163882,0,7.571428571
3/11/2026 21:18:05,ma921296,moderate,yes,28.7474,17.9008,5.5217,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,69,11,42,16,0,0,0,0,52.1699,0,0,1.32260173,0,9.857142857
3/11/2026 21:19:00,ma921296,moderate,yes,28.7474,17.9008,5.5217,54.7028,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,8,0,0,0,201,11,42,16,132,0,0,0,106.8727,0,8,1.880742229,1.142857143,28.71428571
3/11/2026 21:19:30,ma921296,moderate,yes,28.7474,17.9008,5.5217,54.7028,29.6453,0,0,FALSE,TRUE,FALSE,FALSE,0,0,0,8,2,0,0,265,11,42,16,132,64,0,0,136.518,2,10,1.941135967,1.428571429,37.85714286
3/11/2026 21:20:09,ma076149,moderate,yes,3.7868,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3.7868,0,0,0.2640752086,0,0.1428571429
3/11/2026 21:20:15,ia378338,high,yes,3.8148,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3.8148,0,0,0.2621369403,0,0.1428571429
3/11/2026 21:20:27,ib581052,high,no,11.0907,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,11.0907,0,0,0.6311594399,0,1
3/11/2026 21:20:31,ib581052,high,no,11.0907,3.9205,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,14,7,7,0,0,0,0,0,15.0112,0,0,0.9326369644,0,2
3/11/2026 21:20:36,ib581052,high,no,11.0907,3.9205,4.7713,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,25,7,7,11,0,0,0,0,19.7825,0,0,1.263743207,0,3.571428571
3/11/2026 21:20:58,ib581052,high,no,11.0907,3.9205,4.7713,21.6375,0,0,0,TRUE,FALSE,FALSE,FALSE,0,0,0,1,0,0,0,85,7,7,11,60,0,0,0,41.42,1,1,2.05214872,0.1428571429,12.14285714
3/11/2026 21:21:09,ib581052,high,no,11.0907,3.9205,4.7713,21.6375,11.5778,0,0,TRUE,TRUE,FALSE,FALSE,0,0,0,1,0,0,0,105,7,7,11,60,20,0,0,52.9978,2,1,1.981214315,0.1428571429,15
3/11/2026 21:21:35,ib581052,high,no,11.0907,3.9205,4.7713,21.6375,11.5778,25.3745,0,TRUE,TRUE,FALSE,FALSE,0,0,0,1,0,1,0,181,7,7,11,60,20,76,0,78.3723,2,2,2.30948945,0.2857142857,25.85714286
3/11/2026 21:23:28,ib581052,high,no,11.0907,3.9205,4.7713,21.6375,11.5778,25.3745,113.593,TRUE,TRUE,FALSE,FALSE,0,0,0,1,0,1,2,493,7,7,11,60,20,76,312,191.9653,2,4,2.568172477,0.5714285714,70.42857143
3/11/2026 21:24:02,ib581052,high,no,11.0907,3.9205,4.7713,21.6375,11.5778,25.3745,113.593,TRUE,TRUE,FALSE,FALSE,0,0,0,1,0,1,2,494,7,7,11,60,20,76,313,191.9653,2,4,2.573381752,0.5714285714,70.57142857
3/11/2026 21:24:03,ib581052,high,no,11.0907,3.9205,4.7713,21.6375,11.5778,25.3745,113.593,TRUE,TRUE,FALSE,FALSE,0,0,0,1,0,1,2,496,7,7,11,60,20,76,315,191.9653,2,4,2.583800301,0.5714285714,70.85714286
3/11/2026 21:24:03,ib581052,high,no,11.0907,3.9205,4.7713,21.6375,11.5778,25.3745,113.593,TRUE,TRUE,FALSE,FALSE,0,0,0,1,0,1,2,495,7,7,11,60,20,76,314,191.9653,2,4,2.578591027,0.5714285714,70.71428571
3/11/2026 21:24:03,ib581052,high,no,11.0907,3.9205,4.7713,21.6375,11.5778,25.3745,113.593,TRUE,TRUE,FALSE,FALSE,0,0,0,1,0,1,2,497,7,7,11,60,20,76,316,191.9653,2,4,2.589009576,0.5714285714,71
3/11/2026 21:24:04,ib581052,high,no,11.0907,3.9205,4.7713,21.6375,11.5778,25.3745,113.593,TRUE,TRUE,FALSE,FALSE,0,0,0,1,0,1,2,499,7,7,11,60,20,76,318,191.9653,2,4,2.599428126,0.5714285714,71.28571429
3/11/2026 21:24:04,ib581052,high,no,11.0907,3.9205,4.7713,21.6375,11.5778,25.3745,113.593,TRUE,TRUE,FALSE,FALSE,0,0,0,1,0,1,2,498,7,7,11,60,20,76,317,191.9653,2,4,2.594218851,0.5714285714,71.14285714
3/11/2026 21:24:10,ib581052,high,no,11.0907,3.9205,4.7713,21.6375,11.5778,25.3745,113.593,TRUE,TRUE,FALSE,FALSE,0,0,0,1,0,1,2,500,7,7,11,60,20,76,319,191.9653,2,4,2.604637401,0.5714285714,71.42857143
3/11/2026 21:24:11,ib581052,high,no,11.0907,3.9205,4.7713,21.6375,11.5778,25.3745,113.593,TRUE,TRUE,FALSE,FALSE,0,0,0,1,0,1,2,501,7,7,11,60,20,76,320,191.9653,2,4,2.609846675,0.5714285714,71.57142857
3/11/2026 21:24:11,ib581052,high,no,11.0907,3.9205,4.7713,21.6375,11.5778,25.3745,113.593,TRUE,TRUE,FALSE,FALSE,0,0,0,1,0,1,2,503,7,7,11,60,20,76,322,191.9653,2,4,2.620265225,0.5714285714,71.85714286
3/11/2026 21:24:11,ib581052,high,no,11.0907,3.9205,4.7713,21.6375,11.5778,25.3745,113.593,TRUE,TRUE,FALSE,FALSE,0,0,0,1,0,1,2,502,7,7,11,60,20,76,321,191.9653,2,4,2.61505595,0.5714285714,71.71428571
3/11/2026 21:24:11,ib581052,high,no,11.0907,3.9205,4.7713,21.6375,11.5778,25.3745,113.593,TRUE,TRUE,FALSE,FALSE,0,0,0,1,0,1,2,504,7,7,11,60,20,76,323,191.9653,2,4,2.6254745,0.5714285714,72
3/11/2026 21:24:11,ib581052,high,no,11.0907,3.9205,4.7713,21.6375,11.5778,25.3745,113.593,TRUE,TRUE,FALSE,FALSE,0,0,0,1,0,1,2,505,7,7,11,60,20,76,324,191.9653,2,4,2.630683775,0.5714285714,72.14285714
3/11/2026 21:25:56,ib581052,high,no,11.0907,3.9205,4.7713,21.6375,11.5778,25.3745,113.593,TRUE,TRUE,FALSE,FALSE,0,0,0,1,0,1,2,506,7,7,11,60,20,76,325,191.9653,2,4,2.635893049,0.5714285714,72.28571429
3/11/2026 21:25:58,ib581052,high,no,11.0907,3.9205,4.7713,21.6375,11.5778,25.3745,113.593,TRUE,TRUE,FALSE,FALSE,0,0,0,1,0,1,2,507,7,7,11,60,20,76,326,191.9653,2,4,2.641102324,0.5714285714,72.42857143
3/11/2026 22:59:06,ma747473,moderate,yes,10291.6374,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,10291.6374,0,0,0.00009716626822,0,0.1428571429
3/11/2026 22:59:19,ma747473,moderate,yes,10291.6374,12.5628,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,43,1,42,0,0,0,0,0,10304.2002,0,0,0.004173055566,0,6.142857143
3/11/2026 22:59:24,ma747473,moderate,yes,10291.6374,12.5628,4.8384,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,59,1,42,16,0,0,0,0,10309.0386,0,0,0.005723133096,0,8.428571429
3/11/2026 23:00:47,ma747473,moderate,yes,10291.6374,12.5628,4.8384,83.6049,0,0,0,TRUE,FALSE,FALSE,FALSE,0,0,0,12,0,0,0,309,1,42,16,250,0,0,0,10392.6435,3,12,0.02973256997,1.714285714,44.14285714
3/11/2026 23:01:03,ma747473,moderate,yes,10291.6374,12.5628,4.8384,83.6049,16.0003,0,0,TRUE,TRUE,FALSE,FALSE,0,0,0,12,0,0,0,357,1,42,16,250,48,0,0,10408.6438,4,12,0.03429841648,1.714285714,51
3/11/2026 23:01:59,ma747473,moderate,yes,10291.6374,12.5628,4.8384,83.6049,16.0003,55.8091,0,TRUE,TRUE,FALSE,FALSE,0,0,0,12,0,2,0,517,1,42,16,250,48,160,0,10464.4529,4,14,0.04940535401,2,73.85714286
